연번,시,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도,데이터기준일자,weight
"1776",경기도 성남시,분당구,수내2동,분당수내2-A-29,수내2동 68-1,발이봉북로 29 (수내동),2023-08,"4","37.370299 ","127.118403 ",2025-11-12,0.70
"1777",경기도 성남시,분당구,수내2동,분당수내2-A-30,수내2동 65,발이봉남로12번길 4 (수내동),"45383","4","37.381252 ","127.121042 ",2025-11-12,0.70
"1778",경기도 성남시,분당구,수내2동,분당수내2-A-31,수내2동 66,발이봉로 17 (수내동),"45383","5","37.372504 ","127.125928 ",2025-11-12,0.70
"1779",경기도 성남시,분당구,수내2동,분당수내2-A-32,수내동 65,,2024-10,"4","37.380604 ","127.120761 ",2025-11-12,0.70
"1780",경기도 성남시,분당구,수내3동,분당수내3-A-1,수내3동 127번지,백현로243번길 12 (수내동),"2009","3","37.368511 ","127.125042 ",2025-11-12,0.70
"1781",경기도 성남시,분당구,수내3동,분당수내3-A-2,수내3동 110번지,발이봉북로 47 (수내동),"2009","5","37.364750 ","127.128220 ",2025-11-12,0.70
"1782",경기도 성남시,분당구,수내3동,분당수내3-A-3,수내3동 114-18번지,불정로 260 (수내동),"2009","6","37.364812 ","127.129513 ",2025-11-12,0.70
"1783",경기도 성남시,분당구,수내3동,분당수내3-A-4,수내3동 101-5번지,돌마로366번길 8 (수내동),"2009","5","37.364834 ","127.126405 ",2025-11-12,0.70
"1784",경기도 성남시,분당구,수내3동,분당수내3-A-5,수내3동 110번지,발이봉북로35번길 16 (수내동),"2009","5","37.365140 ","127.127520 ",2025-11-12,0.70
"1785",경기도 성남시,분당구,수내3동,분당수내3-A-6,수내3동 109-1번지,수내로192번길 12 (수내동),"2013","4","37.362950 ","127.128340 ",2025-11-12,0.70
"1786",경기도 성남시,분당구,수내3동,분당수내3-A-7,수내3동 81번지,,"2013","3","37.367790 ","127.125030 ",2025-11-12,0.70
"1787",경기도 성남시,분당구,수내3동,분당수내3-A-8,수내3동 116-9번지,불정로 288 (수내동),"2013","3","37.363881 ","127.131127 ",2025-11-12,0.70
"1788",경기도 성남시,분당구,수내3동,분당수내3-A-9,수내3동 88-5번지,,"2013","4","37.366713 ","127.127648 ",2025-11-12,0.70
"1789",경기도 성남시,분당구,수내3동,분당수내3-A-10,수내3동 75번지,발이봉로 42 (수내동),"2014","5","37.369266 ","127.123376 ",2025-11-12,0.70
"1790",경기도 성남시,분당구,수내3동,분당수내3-A-11,수내3동 118-11번지,발이봉북로49번길 13 (수내동),"2015","4","37.365390 ","127.131040 ",2025-11-12,0.70
"1791",경기도 성남시,분당구,수내3동,분당수내3-A-12,수내3동 78번지,발이봉남로31번길 2 (수내동),"2016","4","37.370400 ","127.127210 ",2025-11-12,0.70
"1792",경기도 성남시,분당구,수내3동,분당수내3-A-13,수내3동 127번지,,"2016","4","37.368900 ","127.125090 ",2025-11-12,0.70
"1793",경기도 성남시,분당구,수내3동,분당수내3-A-14,수내3동 164-3번지,,2017-12,"5","37.369090 ","127.128850 ",2025-11-12,0.70
"1794",경기도 성남시,분당구,수내3동,분당수내3-A-15,수내3동 125-3번지,발이봉남로35번길 9-1 (수내동),2017-12,"5","37.365720 ","127.126970 ",2025-11-12,0.70
"1795",경기도 성남시,분당구,수내3동,분당수내3-A-16,수내3동 109-9번지,발이봉북로27번길12,2018-07,"3","37.363290 ","127.129540 ",2025-11-12,0.70
"1796",경기도 성남시,분당구,수내3동,분당수내3-A-17,수내3동 118-7번지,발이봉북로24번길 6,2018-07,"3","37.365000 ","127.131690 ",2025-11-12,0.70
"1797",경기도 성남시,분당구,수내3동,분당수내3-A-18,수내3동 107-1번지,발이봉남로16번길 12,2018-07,"4","37.363490 ","127.127690 ",2025-11-12,0.70
"1798",경기도 성남시,분당구,수내3동,분당수내3-A-19,수내3동 124-2번지,돌마로 364,2019-09,"4","37.367210 ","127.122840 ",2025-11-12,0.70
"1799",경기도 성남시,분당구,수내3동,분당수내3-A-20,수내3동 155-4번지,발이봉북로 15,2019-09,"3","37.368200 ","127.128680 ",2025-11-12,0.70
"1800",경기도 성남시,분당구,수내3동,분당수내3-A-21,수내3동 107-9번지,발이봉남로4번길 12,2019-09,"4","37.363850 ","127.128920 ",2025-11-12,0.70
"1801",경기도 성남시,분당구,수내3동,분당수내3-A-22,수내3동 114-9,,2020-07,"3","37.365798 ","127.130181 ",2025-11-12,0.70
"1802",경기도 성남시,분당구,수내3동,분당수내3-A-23,수내3동 112-4,,2020-07,"5","37.365040 ","127.128635 ",2025-11-12,0.70
"1803",경기도 성남시,분당구,수내3동,분당수내3-A-24,수내3동 102-10,발이봉북로31번길 12,2020-07,"3","37.363809 ","127.126323 ",2025-11-12,0.70
"1804",경기도 성남시,분당구,수내3동,분당수내3-A-25,수내3동 79-2,,2020-07,"6","37.369939 ","127.124113 ",2025-11-12,0.70
"1805",경기도 성남시,분당구,수내4동,분당수내3-A-26,수내3동 113-1,,2020-12,"4","37.365693 ","127.128473 ",2025-11-12,0.70
"1806",경기도 성남시,분당구,수내3동,분당수내3-A-27,수내3동 99,방이봉남로25번길8-4,2021-06,"4","37.364811 ","127.124939 ",2025-11-12,0.70
"1807",경기도 성남시,분당구,수내3동,분당수내3-A-28,수내3동 123-2,백현로243번길,2021-10,"8","37.369740 ","127.126290 ",2025-11-12,0.70
"1808",경기도 성남시,분당구,수내3동,분당수내3-A-29,수내3동 83-2,발이봉남로8번길5,2022-06,"4","37.367570 ","127.126760 ",2025-11-12,0.70
"1809",경기도 성남시,분당구,수내3동,분당수내3-A-30,수내3동 115-9,,2022-08,"4","37.365496 ","127.130491 ",2025-11-12,0.70
"1810",경기도 성남시,분당구,수내3동,분당수내3-A-31,수내3동 130-2,,2023-11,"4","37.364458 ","127.125923 ",2025-11-12,0.70
"1811",경기도 성남시,분당구,수내3동,분당수내3-A-32,수내3동 155-4,내정로119번길 2 (정자동),2023-11,"4","37.367581 ","127.130048 ",2025-11-12,0.70
"1812",경기도 성남시,분당구,수내3동,분당수내3-A-33,수내3동 105-3,황새울로12번길 12 (정자동),2023-08,"5","37.364267 ","127.127748 ",2025-11-12,0.70
"1813",경기도 성남시,분당구,수내3동,분당수내3-A-34,수내3동 124-2,내정로7번길 18 (정자동),2023-08,"5","37.366698 ","127.126923 ",2025-11-12,0.70
"1814",경기도 성남시,분당구,수내3동,분당수내3-A-35,수내3동 101-1,,2023-08,"4","37.377350 ","127.113480 ",2025-11-12,0.70
"1815",경기도 성남시,분당구,수내3동,분당수내3-A-36,수내3동 130-4,백현로144번길 29-6,2023-11,"4","37.365098 ","127.124721 ",2025-11-12,0.70
"1816",경기도 성남시,분당구,수내3동,분당수내3-A-37,수내동 129-9,백현로144번길 26 (정자동),2024-10,"4","37.363952 ","127.127356 ",2025-11-12,0.70
"1817",경기도 성남시,분당구,정자동,분당정자-A-1,정자동 52번지,,"2009","5","37.370991 ","127.114946 ",2025-11-12,0.70
"1818",경기도 성남시,분당구,정자동,분당정자-A-2,정자동 143-1번지,내정로113번길 12 (정자동),"2009","5","37.361015 ","127.111358 ",2025-11-12,0.70
"1819",경기도 성남시,분당구,정자동,분당정자-A-3,정자동 145번지,황새울로 74 (정자동),"2009","5","37.361186 ","127.112518 ",2025-11-12,0.70
"1820",경기도 성남시,분당구,정자동,분당정자-A-4,정자동 91-1번지,금곡로 298 (정자동),"2009","5","37.366279 ","127.111790 ",2025-11-12,0.70
"1821",경기도 성남시,분당구,정자동,분당정자-A-5,정자동 39-4,황새울로132번길 16-1 (정자동),2021-06,"4","37.371409 ","127.112423 ",2025-11-12,0.70
"1822",경기도 성남시,분당구,정자동,분당정자-A-6,정자동 76번지,,"2009","5","37.371259 ","127.111824 ",2025-11-12,0.70
"1823",경기도 성남시,분당구,정자동,분당정자-A-7,정자동 100-3번지,"느티로 70 (정자동, 느티마을3,4단지)","2012","4","37.361630 ","127.107930 ",2025-11-12,0.70
"1824",경기도 성남시,분당구,정자동,분당정자-A-8,정자동 56-7번지,내정로7번길 24 (정자동),"2013","5","37.370637 ","127.113842 ",2025-11-12,0.70
"1825",경기도 성남시,분당구,정자동,분당정자-A-9,정자동 89번지,느티로 69 (정자동),"2013","4","37.366727 ","127.109847 ",2025-11-12,0.70
"1826",경기도 성남시,분당구,정자동,분당정자-A-10,정자동 183-1번지,황새울로132번길 16-7 (정자동),"2013","4","37.357199 ","127.109237 ",2025-11-12,0.70
"1827",경기도 성남시,분당구,정자동,분당정자-A-11,정자동 35-8번지,내정로119번길 19 (정자동),"2013","4","37.372773 ","127.111255 ",2025-11-12,0.70
"1828",경기도 성남시,분당구,정자동,분당정자-A-12,정자동 136-1번지,,"2013","4","37.361632 ","127.112892 ",2025-11-12,0.70
"1829",경기도 성남시,분당구,정자동,분당정자-A-13,정자동 90번지,백현로144번길 26 (정자동),"2014","4","37.367190 ","127.114770 ",2025-11-12,0.70
"1830",경기도 성남시,분당구,정자동,분당정자-A-14,정자동 144번지,내정로107번길 2 (정자동),"2014","4","37.360902 ","127.111946 ",2025-11-12,0.70
"1831",경기도 성남시,분당구,정자동,분당정자-A-15,정자동 65-3번지,백현로156번길 24-1 (정자동),"2014","5","37.368522 ","127.112393 ",2025-11-12,0.70
"1832",경기도 성남시,분당구,정자동,분당정자-A-16,정자동 36-9번지,느티로69번길 18 (정자동),2017-12,"4","37.372220 ","127.111890 ",2025-11-12,0.70
"1833",경기도 성남시,분당구,정자동,분당정자-A-17,정자동 42-4번지,,2019-09,"5","37.372100 ","127.113680 ",2025-11-12,0.70
"1834",경기도 성남시,분당구,정자동,분당정자-A-18,정자동 183-2번지,느티로87번길 2,2022-12,"3","37.358399 ","127.108198 ",2025-11-12,0.70
"1835",경기도 성남시,분당구,정자동 ,분당정자-A-19,정자동 76번지,느티로51번길 1,"2015","4","37.371910 ","127.112190 ",2025-11-12,0.70
"1836",경기도 성남시,분당구,정자동,분당정자-A-20,정자동 60번지,,"2015","4","37.369680 ","127.114270 ",2025-11-12,0.70
"1837",경기도 성남시,분당구,정자동,분당정자-A-21,정자동 40-4번지,황새울로 60,2019-09,"5","37.370840 ","127.113290 ",2025-11-12,0.70
"1838",경기도 성남시,분당구,정자동,분당정자-A-22,정자동 68-5번지,,2019-09,"5","37.370050 ","127.112320 ",2025-11-12,0.70
"1839",경기도 성남시,분당구,정자동,분당정자-A-23,정자동 91-4번지,,2019-12,"6","37.366100 ","127.109890 ",2025-11-12,0.70
"1840",경기도 성남시,분당구,정자동,분당정자-A-24,정자동 61-6,,2020-07,"5","37.368601 ","127.114664 ",2025-11-12,0.70
"1841",경기도 성남시,분당구,정자동,분당정자-A-25,정자동 83-5,,2020-07,"5","37.368564 ","127.109903 ",2025-11-12,0.70
"1842",경기도 성남시,분당구,정자동,분당정자-A-26,정자동 122,성남시 분당구 황새울로 124,2020-07,"5","37.363520 ","127.109930 ",2025-11-12,0.70
"1843",경기도 성남시,분당구,정자동,분당정자-A-27,정자동 123,,2020-07,"3","37.366112 ","127.110656 ",2025-11-12,0.70
"1844",경기도 성남시,분당구,정자동,분당정자-A-28,정자동 120-2,,2020-07,"5","37.366051 ","127.109389 ",2025-11-12,0.70
"1845",경기도 성남시,분당구,정자동,분당정자-A-29,정자동 98-6,,2020-07,"3","37.366046 ","127.108519 ",2025-11-12,0.70
"1846",경기도 성남시,분당구,정자동,분당정자-A-30,정자동 92-6,,2022-12,"4","37.368489 ","127.109368 ",2025-11-12,0.70
"1847",경기도 성남시,분당구,정자동,분당정자-A-31,정자동 99-5,불정로71번길 4,2022-12,"2","37.368498 ","127.108495 ",2025-11-12,0.70
"1848",경기도 성남시,분당구,정자동,분당정자-A-32,정자동 79-4,,2020-12,"5","37.370516 ","127.109950 ",2025-11-12,0.70
"1849",경기도 성남시,분당구,정자동,분당정자-A-33,정자동 72,,2022-01,"5","37.371200 ","127.112200 ",2025-11-12,0.70
"1850",경기도 성남시,분당구,정자동,분당정자-A-34,정자동 100-3,,2022-04,"3","37.366038 ","127.108314 ",2025-11-12,0.70
"1851",경기도 성남시,분당구,정자동,분당정자-A-35,정자동 72,백현로 156,2022-01,"5","37.371100 ","127.112600 ",2025-11-12,0.70
"1852",경기도 성남시,분당구,정자동,분당정자-A-36,정자동 75-2,,2022-06,"4","37.371210 ","127.111290 ",2025-11-12,0.70
"1853",경기도 성남시,분당구,정자동,분당정자-A-37,정자동 141-14,,2022-08,"5","37.360336 ","127.112487 ",2025-11-12,0.70
"1854",경기도 성남시,분당구,정자동,분당정자-A-38,정자동 100-3,황새울로116번길 16,2022-10,"5","37.363459 ","127.109562 ",2025-11-12,0.70
"1855",경기도 성남시,분당구,정자동,분당정자-A-39,정자동 99-3,,2022-10,"5","37.372443 ","127.109626 ",2025-11-12,0.70
"1856",경기도 성남시,분당구,정자동,분당정자-A-40,정자동 99-6,,2022-10,"4","37.363460 ","127.108597 ",2025-11-12,0.70
"1857",경기도 성남시,분당구,정자동,분당정자-A-41,정자동 46-6,내정로7번길 18 (정자동),2023-11,"4","37.372569 ","127.115292 ",2025-11-12,0.70
"1858",경기도 성남시,분당구,정자동,분당정자-A-42,정자동 189-9,,2023-11,"5","37.361152 ","127.114021 ",2025-11-12,0.70
"1859",경기도 성남시,분당구,정자동,분당정자-A-43,정자동 139-1,,2023-08,"4","37.359984 ","127.113220 ",2025-11-12,0.70
"1860",경기도 성남시,분당구,정자동,분당정자-A-44,정자동 69-1,불정로87번길 4,2023-08,"5","37.370407 ","127.111684 ",2025-11-12,0.70
"1861",경기도 성남시,분당구,정자동,분당정자-A-45,정자동 93-47,황새울로108번길 16,2023-11,"4","37.371405 ","127.116042 ",2025-11-12,0.70
"1862",경기도 성남시,분당구,정자동,분당정자-A-46,정자동 99-5,,2023-11,"4","37.366495 ","127.108659 ",2025-11-12,0.70
"1863",경기도 성남시,분당구,정자동,분당정자-A-47,정자동 146-6,,2023-08,"5","37.361613 ","127.112157 ",2025-11-12,0.70
"1864",경기도 성남시,분당구,정자동,분당정자-A-48,정자동 152-1,정자일로 87 (정자동),"45383","4","37.361745 ","127.109934 ",2025-11-12,0.70
"1865",경기도 성남시,분당구,정자동,분당정자-A-49,정자동 126-5,분당수서로 442 (정자동),2024-10,"4","37.362943 ","127.114293 ",2025-11-12,0.70
"1866",경기도 성남시,분당구,정자동,분당정자-A-50,정자동 138-2,,2024-10,"4","37.360324 ","127.114382 ",2025-11-12,0.70
"1867",경기도 성남시,분당구,정자동,분당정자-A-51,정자동 67-1,성남대로343번길 5 (정자동),2024-10,"5","37.369661 ","127.111698 ",2025-11-12,0.70
"1868",경기도 성남시,분당구,정자동,분당정자-A-52,정자동 93-16,성남대로343번길 5 (정자동),2024-12,"4","37.368917 ","127.110187 ",2025-11-12,0.70
"1869",경기도 성남시,분당구,정자1동,분당정자1-A-1,정자1동 182번지,정자일로198번길 (정자동),"2009","5","37.358262 ","127.106423 ",2025-11-12,0.70
"1870",경기도 성남시,분당구,정자1동,분당정자1-A-2,정자1동 178-5번지,정자일로 234 (정자동),"2013","3","37.357834 ","127.105908 ",2025-11-12,0.70
"1871",경기도 성남시,분당구,정자1동,분당정자1-A-3,정자1동 6-2번지,,"2013","4","37.373847 ","127.104387 ",2025-11-12,0.70
"1872",경기도 성남시,분당구,정자1동,분당정자1-A-4,정자1동 97-4번지,성남대로287번길,"2015","4","37.370080 ","127.107970 ",2025-11-12,0.70
"1873",경기도 성남시,분당구,정자1동,분당정자1-A-5,정자1동 26번지,,2017-12,"5","37.366240 ","127.107530 ",2025-11-12,0.70
"1874",경기도 성남시,분당구,정자1동,분당정자1-A-6,정자1동 26번지,,2017-12,"4","37.366440 ","127.107680 ",2025-11-12,0.70
"1875",경기도 성남시,분당구,정자1동,분당정자1-A-7,정자1동 98-3번지,,2019-09,"5","37.367750 ","127.106530 ",2025-11-12,0.70
"1876",경기도 성남시,분당구,정자1동,분당정자1-A-8,정자1동 8-4번지,,2019-09,"5","37.370890 ","127.105960 ",2025-11-12,0.70
"1877",경기도 성남시,분당구,정자1동,분당정자1-A-9,정자1동 97-4번지,,2019-09,"5","37.370060 ","127.107090 ",2025-11-12,0.70
"1878",경기도 성남시,분당구,정자1동,분당정자1-A-10,정자1동 186-5,정자일로 77,2020-07,"5","37.361629 ","127.107193 ",2025-11-12,0.70
"1879",경기도 성남시,분당구,정자1동,분당정자1-A-11,정자1동 96-3,정자일로 239,2020-07,"5","37.370065 ","127.105240 ",2025-11-12,0.70
"1880",경기도 성남시,분당구,정자1동,분당정자1-A-12,정자1동 92-2,황새울로 4,2022-12,"4","37.373219 ","127.109334 ",2025-11-12,0.70
"1881",경기도 성남시,분당구,정자1동,분당정자1-A-13,정자1동 94-6,,2022-12,"2","37.372696 ","127.108515 ",2025-11-12,0.70
"1882",경기도 성남시,분당구,정자1동,분당정자1-A-14,정자1동 92-8,장자일로232번길 25,2020-07,"7","37.375071 ","127.109266 ",2025-11-12,0.70
"1883",경기도 성남시,분당구,정자1동,분당정자1-A-15,정자1동 94-5,,2020-07,"4","37.375065 ","127.108338 ",2025-11-12,0.70
"1884",경기도 성남시,분당구,정자1동,분당정자1-A-16,정자1동 181,성남대로 295,2020-12,"5","37.356740 ","127.106163 ",2025-11-12,0.70
"1885",경기도 성남시,분당구,정자1동,분당정자1-A-17,정자1동 9,느티로 27,2020-12,"4","37.372294 ","127.104584 ",2025-11-12,0.70
"1886",경기도 성남시,분당구,정자1동,분당정자1-A-18,정자1동 153,정자일로156번길 12,2020-12,"5","37.360277 ","127.109983 ",2025-11-12,0.70
"1887",경기도 성남시,분당구,정자1동,분당정자1-A-19,정자1동 187-5,정자일로 158,2021-06,"4","37.358372 ","127.107983 ",2025-11-12,0.70
"1888",경기도 성남시,분당구,정자1동,분당정자1-A-20,정자1동 15-4,정자일로213번길 5,2021-06,"4","37.368972 ","127.107808 ",2025-11-12,0.70
"1889",경기도 성남시,분당구,정자1동,분당정자1-A-21,정자1동 158-1,,2022-08,"3","37.365207 ","127.106554 ",2025-11-12,0.70
"1890",경기도 성남시,분당구,정자1동,분당정자1-A-22,정자1동 163,,2022-12,"5","37.363380 ","127.106012 ",2025-11-12,0.70
"1891",경기도 성남시,분당구,정자1동,분당정자1-A-23,정자1동 14-3,,2023-11,"4","37.368651 ","127.106957 ",2025-11-12,0.70
"1892",경기도 성남시,분당구,정자1동,분당정자1-A-24,정자1동 154-1,,2023-08,"5","37.363471 ","127.106713 ",2025-11-12,0.70
"1893",경기도 성남시,분당구,정자1동,분당정자1-A-26,정자1동 159-5,,2023-08,"5","37.364217 ","127.106503 ",2025-11-12,0.70
"1894",경기도 성남시,분당구,정자1동,분당정자1-A-27,정자1동 11,,2023-08,"5","37.369324 ","127.106004 ",2025-11-12,0.70
"1895",경기도 성남시,분당구,정자1동,분당정자1-A-28,정자1동 1-2,,2024-12,"4","37.379285 ","127.108248 ",2025-11-12,0.70
"1896",경기도 성남시,분당구,정자2동,분당정자2-A-1,정자2동 103번지,,"2009","5","37.370780 ","127.117020 ",2025-11-12,0.70
"1897",경기도 성남시,분당구,정자2동,분당정자2-A-2,정자2동 103번지,,"2009","5","37.370770 ","127.115940 ",2025-11-12,0.70
"1898",경기도 성남시,분당구,정자2동,분당정자2-A-3,정자2동 114번지,,"2009","5","37.366606 ","127.117020 ",2025-11-12,0.70
"1899",경기도 성남시,분당구,정자2동,분당정자2-A-4,정자2동 108번지,,"2009","5","37.366521 ","127.122334 ",2025-11-12,0.70
"1900",경기도 성남시,분당구,정자2동,분당정자2-A-5,정자2동 105-2번지,,"2009","5","37.366090 ","127.118860 ",2025-11-12,0.70
"1901",경기도 성남시,분당구,정자2동,분당정자2-A-6,정자2동 116-2번지,,"2012","3","37.364359 ","127.116800 ",2025-11-12,0.70
"1902",경기도 성남시,분당구,정자2동,분당정자2-A-7,정자2동 103번지,내정로 66 (정자동),"2013","3","37.370182 ","127.116276 ",2025-11-12,0.70
"1903",경기도 성남시,분당구,정자2동,분당정자2-A-8,정자2동 106-3번지,내정로 54 (정자동),2017-12,"4","37.366150 ","127.120320 ",2025-11-12,0.70
"1904",경기도 성남시,분당구,정자2동,분당정자2-A-9,정자2동 104-2번지,백현로 206 (정자동),"2015","3","37.368530 ","127.116830 ",2025-11-12,0.70
"1905",경기도 성남시,분당구,정자2동,분당정자2-A-10,정자2동 108번지(지하보도),내정로 94,"2015","2","37.366996 ","127.122514 ",2025-11-12,0.70
"1906",경기도 성남시,분당구,정자2동,분당정자2-A-11,정자2동 114번지,,2018-07,"5","37.366580 ","127.116940 ",2025-11-12,0.70
"1907",경기도 성남시,분당구,정자2동,분당정자2-A-12,정자2동 108번지,정자로 115,2018-07,"4","37.366590 ","127.122140 ",2025-11-12,0.70
"1908",경기도 성남시,분당구,정자2동,분당정자2-A-13,정자2동 118번지,,2018-07,"3","37.366110 ","127.114850 ",2025-11-12,0.70
"1909",경기도 성남시,분당구,정자2동,분당정자2-A-14,정자2동 117번지,,2019-09,"6","37.363460 ","127.114870 ",2025-11-12,0.70
"1910",경기도 성남시,분당구,정자2동,분당정자2-A-15,정자2동 102번지,불정로 2019,2019-09,"4","37.369820 ","127.117820 ",2025-11-12,0.70
"1911",경기도 성남시,분당구,정자2동,분당정자2-A-16,정자2동 101,,2020-07,"5","37.368468 ","127.114951 ",2025-11-12,0.70
"1912",경기도 성남시,분당구,정자2동,분당정자2-A-17,정자2동 106-1,,2020-07,"6","37.368323 ","127.120849 ",2025-11-12,0.70
"1913",경기도 성남시,분당구,정자2동,분당정자2-A-18,정자2동 112,,2020-07,"6","37.363567 ","127.117690 ",2025-11-12,0.70
"1914",경기도 성남시,분당구,정자2동,분당정자2-A-19,정자2동 108번지,,2020-12,"5","37.364562 ","127.121062 ",2025-11-12,0.70
"1915",경기도 성남시,분당구,정자2동,분당정자2-A-20,정자2동 109-2,,2020-12,"5","37.366249 ","127.121421 ",2025-11-12,0.70
"1916",경기도 성남시,분당구,정자2동,분당정자2-A-21,정자2동 110,내정로 52,2021-06,"5","37.363631 ","127.121190 ",2025-11-12,0.70
"1917",경기도 성남시,분당구,정자2동,분당정자2-A-22,정자2동 103번지,,2022-06,"5","37.370340 ","127.115120 ",2025-11-12,0.70
"1918",경기도 성남시,분당구,정자2동,분당정자2-A-23,정자2동 106-4,,2022-08,"4","37.365545 ","127.119131 ",2025-11-12,0.70
"1919",경기도 성남시,분당구,정자2동,분당정자2-A-24,정자2동 255-1,,2023-11,"5","37.363353 ","127.119283 ",2025-11-12,0.70
"1920",경기도 성남시,분당구,정자2동,분당정자2-A-25,정자2동 257-4,불곡남로 43 (정자동),2023-08,"4","37.366187 ","127.118106 ",2025-11-12,0.70
"1921",경기도 성남시,분당구,정자2동,분당정자2-A-26,정자2동 103,,2023-08,"6","37.370349 ","127.116787 ",2025-11-12,0.70
"1922",경기도 성남시,분당구,정자2동,분당정자2-A-27,정자2동 117-2,,2023-08,"5","37.365249 ","127.115265 ",2025-11-12,0.70
"1923",경기도 성남시,분당구,정자2동,분당정자2-A-28,정자2동 101,불곡남로25번길 16 (정자동),"0","2","37.368414 ","127.114857 ",2025-11-12,0.70
"1924",경기도 성남시,분당구,정자2동,분당정자2-A-29,정자동 105-1,불곡남로14번길 8 (정자동),2024-10,"4","37.367346 ","127.119200 ",2025-11-12,0.70
"1925",경기도 성남시,분당구,정자2동,분당정자2-A-30,정자동 189-12,불곡로7번길 8 (정자동),2024-10,"3","37.367090 ","127.116866 ",2025-11-12,0.70
"1926",경기도 성남시,분당구,정자3동,분당정자3-A-1,정자3동 234-11번지,불곡남로 5 (정자동),"2010","4","37.356593 ","127.125118 ",2025-11-12,0.70
"1927",경기도 성남시,분당구,정자3동,분당정자3-A-2,정자3동 204번지,불곡북로25번길 8 (정자동),"2010","3","37.361641 ","127.120905 ",2025-11-12,0.70
"1928",경기도 성남시,분당구,정자3동,분당정자3-A-3,정자3동 196번지,불곡로25번길 11-1 (정자동),"2010","5","37.361575 ","127.116470 ",2025-11-12,0.70
"1929",경기도 성남시,분당구,정자3동,분당정자3-A-4,정자3동 235-1번지,,"2010","5","37.358160 ","127.125210 ",2025-11-12,0.70
"1930",경기도 성남시,분당구,정자3동,분당정자3-A-5,정자3동 227-6번지,돌마로 250 (정자동),"2010","4","37.357971 ","127.122510 ",2025-11-12,0.70
"1931",경기도 성남시,분당구,정자3동,분당정자3-A-6,정자3동 222-1번지,내정로 20 (정자동),"2012","4","37.359722 ","127.124034 ",2025-11-12,0.70
"1932",경기도 성남시,분당구,정자3동,분당정자3-A-7,정자3동 225번지,불곡북로37번길 9 (정자동),"2008","4","37.358882 ","127.122693 ",2025-11-12,0.70
"1933",경기도 성남시,분당구,정자3동,분당정자3-A-8,정자3동 246-1번지,불곡북로13번길 12 (정자동),"2012","4","37.359909 ","127.126033 ",2025-11-12,0.70
"1934",경기도 성남시,분당구,정자3동,분당정자3-A-9,정자3동 237-18번지,불곡남로25번길 1 (정자동),"2013","4","37.359162 ","127.125905 ",2025-11-12,0.70
"1935",경기도 성남시,분당구,정자3동,분당정자3-A-10,정자3동 239번지,불곡북로37번길 1 (정자동),"2013","3","37.358961 ","127.124492 ",2025-11-12,0.70
"1936",경기도 성남시,분당구,정자3동,분당정자3-A-11,정자3동 203번지,,"2013","4","37.361597 ","127.119080 ",2025-11-12,0.70
"1937",경기도 성남시,분당구,정자3동,분당정자3-A-12,정자3동 195번지,불곡로17번길 7 (정자동),"2013","5","37.361620 ","127.114880 ",2025-11-12,0.70
"1938",경기도 성남시,분당구,정자3동,분당정자3-A-13,정자3동 249-12번지,불곡남로29번길 8-1 (정자동),"2013","4","37.359618 ","127.127470 ",2025-11-12,0.70
"1939",경기도 성남시,분당구,정자3동,분당정자3-A-14,정자3동 243-1번지,돌마로 250 (정자동),"2013","3","37.360595 ","127.124757 ",2025-11-12,0.70
"1940",경기도 성남시,분당구,정자3동,분당정자3-A-15,정자3동 231-6번지,돌마로 242 (정자동),"2013","4","37.357240 ","127.123930 ",2025-11-12,0.70
"1941",경기도 성남시,분당구,정자3동,분당정자3-A-16,정자3동 249-7번지,"불정로 119 (정자동, 정든마을한진8단지아파트)","2014","3","37.358795 ","127.127151 ",2025-11-12,0.70
"1942",경기도 성남시,분당구,정자3동,분당정자3-A-17,정자3동 239번지,"불정로 195 (정자동, 정든마을우성6단지아파트)","2014","5","37.358906 ","127.124110 ",2025-11-12,0.70
"1943",경기도 성남시,분당구,정자3동,분당정자3-A-18,정자3동 240번지,,"2014","4","37.359423 ","127.124972 ",2025-11-12,0.70
"1944",경기도 성남시,분당구,정자3동,분당정자3-A-19,정자3동 233-1번지,불곡북로25번길 15 (정자동),"2015","5","37.357400 ","127.124960 ",2025-11-12,0.70
"1945",경기도 성남시,분당구,정자3동 ,분당정자3-A-20,정자3동 203번지,불곡남로7번길 7 (정자동),"2015","4","37.361080 ","127.120390 ",2025-11-12,0.70
"1946",경기도 성남시,분당구,정자3동,분당정자3-A-21,정자3동 201번지(지하보도),"불정로 195 (정자동, 보행자 도로)","2015","2","37.361105 ","127.119049 ",2025-11-12,0.70
"1947",경기도 성남시,분당구,정자3동,분당정자3-A-22,정자3동 193번지(지하보도),정자로 112 (정자동),"2015","2","37.359626 ","127.116803 ",2025-11-12,0.70
"1948",경기도 성남시,분당구,정자3동,분당정자3-A-23,정자3동 198번지(지하보도),불곡로3번길 5 (정자동),"2015","2","37.361033 ","127.123084 ",2025-11-12,0.70
"1949",경기도 성남시,분당구,정자3동,분당정자3-A-24,정자3동 252번지,내정로 10,"2016","5","37.357430 ","127.123660 ",2025-11-12,0.70
"1950",경기도 성남시,분당구,정자3동,분당정자3-A-25,정자3동 244-8번지,,2017-12,"3","37.360570 ","127.126100 ",2025-11-12,0.70
